微博数,关注数,粉丝数,introduction,是否认证,点赞数,评论数,是否包含特殊符号,positive_prob,sentiment,confidence,negative_prob,abnormal
16960,2982,980000,1,1,0,1,1,0.93122,2,0.847155,0.0687801,1
70135,131,248000,1,0,1,0,0,0.579724,2,0.0660523,0.420276,1
54519,56,545000,1,1,3,4,0,0.997441,2,0.994313,0.00255938,1
33585,958,4056000,0,1,1,1,1,0.848001,2,0.662224,0.151999,1
7995,143,58000,1,1,4,1,1,0.548083,1,0.0383496,0.451917,1
7387,731,716000,1,1,2,0,0,0.13728,0,0.694933,0.86272,1
273,216,50,1,0,4,1,1,0.00413316,0,0.990815,0.995867,1
9942,872,1399,1,0,183,1,0,0.321845,0,0.284788,0.678155,1
1965,780,755,0,0,0,4,1,0.638056,2,0.19568,0.361944,1
942,199,59,0,0,2,0,0,0.52069,1,0.586207,0.47931,1
1658,175,3951,1,0,44,0,1,0.94788,2,0.884177,0.0521201,1
20022,675,129000,1,1,4,1,1,0.768373,2,0.485274,0.231627,1
4620,954,641,0,0,0,0,1,0.952236,2,0.893857,0.0477643,1
1345,866,511,1,0,1,1,0,0.496815,1,0.936292,0.503185,1
423,416,134000,1,1,0,0,0,0.764086,2,0.475747,0.235914,1
3563,110,42000,0,1,3812,1,0,0.880402,2,0.734228,0.119598,1
3740,166,109000,1,1,2,0,1,0.683275,2,0.296166,0.316725,1
1479,230,931000,1,1,1,1,1,0.847344,2,0.660765,0.152656,1
65825,76,183000,1,1,4,0,1,0.0101036,0,0.977548,0.989896,1
96660,312,619000,1,0,1,1,1,0.433348,0,0.0370053,0.566652,1
60700,69,103000,0,0,28,84,0,0.521491,1,0.57018,0.478509,1
60700,69,103000,0,0,1,3,1,0.845583,2,0.65685,0.154417,1
3645,60,206000,1,1,0,0,0,0.274568,0,0.389849,0.725432,1
8188,268,43000,1,1,0,1,0,0.436758,0,0.0294262,0.563242,1
5895,3211,59000,1,1,1,72,1,0.375627,0,0.165273,0.624373,1
10841,360,1116000,1,1,308,1,1,0.969682,2,0.932627,0.0303179,1
6497,122,1017000,1,1,1,4,1,0.134638,0,0.700805,0.865362,1
185069,2126,28000,1,0,0,2,0,0.823404,2,0.607565,0.176596,1
30029,218,460000,1,1,0,4,1,0.0668832,0,0.851371,0.933117,1
61885,32,391000,1,1,0,1,1,0.583085,2,0.0735218,0.416915,1
74852,149,1200000,0,1,173,1,1,0.115846,0,0.742564,0.884154,1
88305,248,598000,1,1,0,2,0,0.483239,1,0.664779,0.516761,1
69294,170,545000,1,1,3,1,1,0.121325,0,0.730389,0.878675,1
5576,450,365,0,0,0,1,0,0.498954,1,0.979082,0.501046,1
4634,169,270,0,0,1,0,1,0.628353,2,0.174118,0.371647,1
668,518,303,1,0,1,2,0,0.93716,2,0.860356,0.0628397,1
10792,49,143000,1,0,1,0,0,0.417834,0,0.0714797,0.582166,1
9,111,1198,0,0,1,1,1,0.0960706,0,0.78651,0.903929,1
1697,163,8,0,0,1,3,0,0.992554,2,0.983454,0.00744567,1
199,1638,77,1,0,2,0,0,0.617725,2,0.150499,0.382275,1
392,209,157,1,0,1,0,0,0.00218095,0,0.995153,0.997819,1
336,28,63,0,0,0,4,0,0.505355,1,0.892907,0.494645,1
188,219,54,1,0,785,0,1,0.56845,2,0.0409999,0.43155,1
799,445,220,1,0,1,1,0,0.826037,2,0.613416,0.173963,1
21,29,112,1,0,0,1,0,0.00919926,0,0.979557,0.990801,1
10786,410,204000,1,0,0,0,0,0.817034,2,0.593409,0.182966,1
23,15,1,0,0,407,3,1,0.00427195,0,0.990507,0.995728,1
245,471,90,0,0,0,0,1,0.138671,0,0.691843,0.861329,1
35,245,538,1,0,1,173,0,0.927683,2,0.839295,0.0723174,1
1301,78,637,1,0,0,2,1,0.976727,2,0.948283,0.0232726,1
91222,2345,1908000,1,1,2,1,1,0.624015,2,0.164477,0.375985,1
75092,96,599000,1,1,0,0,1,0.332765,0,0.260521,0.667235,1
85831,77,196000,1,1,3,3,0,0.0978586,0,0.782536,0.902141,1
85831,77,196000,1,1,0,0,1,0.7657,2,0.479333,0.2343,1
472,16,29000,1,0,1,1,0,0.0109514,0,0.975663,0.989049,1
23301,1106,628000,1,1,1,0,0,0.0232627,0,0.948305,0.976737,1
38770,41,469000,1,1,3,4,0,0.0280115,0,0.937752,0.971988,1
72,1001,105,1,0,1,0,1,0.948654,2,0.885897,0.0513462,1
194,417,216,1,0,4,0,1,0.169014,0,0.624414,0.830986,1
12297,332,100000,1,1,0,1,1,0.920631,2,0.823625,0.079369,1
5814,318,1388000,1,1,108,99,0,0.811591,2,0.581313,0.188409,1
85831,77,196000,1,1,0,2,1,0.906025,2,0.791167,0.0939749,1
680,83,31,0,0,0,1,1,0.0233184,0,0.948181,0.976682,1
85371,157,256000,1,0,2,0,1,0.228127,0,0.493051,0.771873,1
85371,157,256000,1,0,1,0,1,0.925535,2,0.834521,0.0744654,1
3143,269,418,1,0,0,4,1,0.668351,2,0.263002,0.331649,1
602,175,2402,1,1,1,0,0,0.0252918,0,0.943796,0.974708,1
491,73,1482,1,0,1,1,1,0.471876,1,0.43752,0.528124,1
1207,147,103,1,0,1,49,0,0.987622,2,0.972493,0.012378,1
9,60,1,0,0,0,0,1,0.0181802,0,0.959599,0.98182,1
3190,358,596000,1,1,1,0,0,0.323693,0,0.280683,0.676307,1
22315,221,171000,1,1,3,2,1,0.628675,2,0.174834,0.371325,1
27444,821,6682000,1,1,0,1,0,0.0342561,0,0.923875,0.965744,1
3481,7799,8395,1,0,510,0,0,0.396741,0,0.118352,0.603259,1
5894,55,256000,1,1,2,1,0,0.203776,0,0.547164,0.796224,1
7651,239,15000,1,0,966,9,0,0.574038,2,0.0534176,0.425962,1
124,223,67,1,0,1,4,0,0.0634924,0,0.858906,0.936508,1
408,198,1828,1,1,1,0,1,0.00303201,0,0.993262,0.996968,1
408,198,1828,1,1,0,65,1,0.419659,0,0.0674241,0.580341,1
1241,133,198,1,0,0,0,1,0.82276,2,0.606133,0.17724,1
196,314,48,1,0,3,1,1,0.887846,2,0.750769,0.112154,1
98,76,156,1,0,0,1,0,0.744924,2,0.433164,0.255076,1
773,172,2030,1,0,3,1,0,0.703678,2,0.341507,0.296322,1
547,60,3398,1,0,0,1,1,0.0272953,0,0.939344,0.972705,1
16130,1125,1104,1,1,0,1,1,0.895845,2,0.768545,0.104155,1
1407,886,24,1,0,3,1,0,0.654066,2,0.231257,0.345934,1
1056,1103,436,1,1,3,72,1,0.921415,2,0.825366,0.0785853,1
9368,113,126000,1,1,0,0,1,0.71543,2,0.367623,0.28457,1
15300,283,1041,1,1,4,1,1,0.585626,2,0.0791683,0.414374,1
5281,563,272000,1,1,1,0,0,0.955447,2,0.900994,0.0445526,1
91,487,447,1,0,0,1,0,0.884392,2,0.743093,0.115608,1
19678,5909,341000,1,1,2,0,0,0.886585,2,0.747966,0.113415,1
2108,321,392,1,0,792,1,1,0.0842286,0,0.812825,0.915771,1
10099,440,15000,1,0,3,1,0,0.116039,0,0.742136,0.883961,1
2141,1642,191,1,0,1,1,0,0.511459,1,0.770821,0.488541,1
126145,4172,143000,1,1,0,0,0,0.00209276,0,0.99535,0.997907,1
31559,234,714000,1,1,4,0,0,0.949434,2,0.88763,0.0505665,1
6063,395,11000,1,0,0,0,1,0.715025,2,0.366723,0.284975,1
26425,316,4012000,1,1,4,1,1,0.122138,0,0.728583,0.877862,1
40620,1082,3120000,0,1,4,22,1,0.641345,2,0.202989,0.358655,1
358,238,125,1,0,1,0,0,0.981244,2,0.958319,0.0187564,1
1215,242,12000,1,1,3,2,1,0.64655,2,0.214555,0.35345,1
508,295,95,1,0,0,1,0,0.898196,2,0.773769,0.101804,1
656,76,717,1,0,1,1,1,0.973315,2,0.940701,0.0266848,1
269,371,498,1,0,2,0,1,0.121237,0,0.730585,0.878763,1
800,66,362,1,0,2,0,1,0.878862,2,0.730804,0.121138,1
4623,279,695,1,0,218,1,0,0.921276,2,0.825059,0.0787235,1
42979,1086,701000,1,1,1,0,1,0.861135,2,0.691411,0.138865,1
20,123,712,1,0,1,1,1,0.991385,2,0.980856,0.00861483,1
23933,1160,271000,1,1,3,0,1,0.120725,0,0.731722,0.879275,1
92273,187,190000,1,1,0,1,0,0.364024,0,0.191058,0.635976,1
7617,413,4048,1,1,1,2,1,0.92509,2,0.833533,0.07491,1
3143,390,43000,1,1,2,2,0,0.851597,2,0.670217,0.148403,1
3606,1011,3726,1,1,0,4,1,0.953301,2,0.896224,0.046699,1
63,85,54,0,0,2,0,0,0.121219,0,0.730624,0.878781,1
2372,785,664,1,1,1,3,0,0.909704,2,0.799342,0.0902961,1
22015,935,33000,1,0,0,0,1,0.903861,2,0.786357,0.0961391,1
1257,1143,504,1,0,1,0,1,0.0863789,0,0.808047,0.913621,1
6403,493,29000,1,0,2,0,1,0.831674,2,0.625942,0.168326,1
90071,1257,19000,1,1,1,0,1,0.473762,1,0.475242,0.526238,1
6403,493,29000,1,0,1,0,1,0.807044,2,0.571209,0.192956,1
178,320,39,0,0,0,4,0,0.986501,2,0.970002,0.0134991,1
3,40,1,0,0,0,161,0,0.719306,2,0.376236,0.280694,1
67,86,240,1,0,4,0,0,0.913896,2,0.808657,0.0861041,1
141,474,1263,1,0,0,4,1,0.528599,1,0.428027,0.471401,1
100,125,149,1,0,1,85,0,0.847219,2,0.660487,0.152781,1
69,176,16,0,0,0,174,1,0.853213,2,0.673807,0.146787,1
23797,1178,1014000,1,1,4,3,1,0.636077,2,0.191282,0.363923,1
249,265,2405,1,0,1,1,0,0.938492,2,0.863317,0.0615075,1
115,91,35,1,0,4,2,1,0.311282,0,0.308263,0.688718,1
2006,64,389000,1,1,0,3,0,0.120287,0,0.732696,0.879713,1
709,271,498,0,1,0,118,1,0.983598,2,0.963551,0.0164021,1
447,278,770,1,0,3934,0,1,0.00317711,0,0.99294,0.996823,1
470,353,116,1,0,3,0,0,0.263119,0,0.415291,0.736881,1
1422,102,195,0,0,0,1,1,0.0589855,0,0.868921,0.941015,1
18,145,142,1,0,294,0,0,0.903349,2,0.78522,0.0966512,1
51,1070,226,1,0,1,122,0,0.111736,0,0.751698,0.888264,1
5,129,53,1,0,0,0,1,0.843017,2,0.651149,0.156983,1
4555,319,413000,1,1,4,1,1,0.0402096,0,0.910645,0.95979,1
859,736,37,1,0,0,2,1,0.972078,2,0.937951,0.0279221,1
1694,866,109,1,0,3,0,0,0.104068,0,0.768737,0.895932,1
25485,255,507000,1,1,3,166,1,0.714125,2,0.364722,0.285875,1
4132,609,33000,0,0,0,1,0,0.216449,0,0.519003,0.783551,1
7387,731,716000,1,1,2,0,0,0.0518411,0,0.884797,0.948159,1
101311,2472,1404000,1,1,1,1,0,0.00539299,0,0.988016,0.994607,1
10872,97,30000,1,1,2,38,1,0.808161,2,0.57369,0.191839,1
21625,15172,526000,1,1,3,0,0,0.559966,2,0.0221466,0.440034,1
4560,74,58000,1,0,0,0,1,0.51372,1,0.725592,0.48628,1
13408,1038,865000,1,1,0,3,1,0.958175,2,0.907056,0.041825,1
47213,91,999000,1,1,3,1,1,0.891044,2,0.757876,0.108956,1
12417,505,4007000,1,1,2,99,1,0.0435549,0,0.903211,0.956445,1
12146,46,85000,0,1,0,1,1,0.655784,2,0.235075,0.344216,1
55948,45,503000,0,1,1,1,0,0.786731,2,0.526069,0.213269,1
6,424,39,1,0,1,0,0,0.823902,2,0.608672,0.176098,1
108,222,259,1,0,0,0,1,0.452218,1,0.0443667,0.547782,1
6459,379,13000,1,1,2,177,0,0.885379,2,0.745287,0.114621,1
115796,2787,127000,1,1,2,75,0,0.96616,2,0.9248,0.0338398,1
5463,2174,202000,1,1,4,4,0,0.423721,0,0.0583988,0.576279,1
38641,21,125000,0,1,1,0,0,0.442279,0,0.0171582,0.557721,1
1294,61,40,1,0,0,1,0,0.826081,2,0.613512,0.173919,1
400,14,61,1,1,1,3,0,0.0387032,0,0.913993,0.961297,1
9670,3265,501000,1,1,2,4,0,0.354714,0,0.211746,0.645286,1
11622,5639,40000,1,1,4,0,1,0.679871,2,0.288603,0.320129,1
22456,451,861000,1,1,1,0,0,0.948701,2,0.886002,0.0512992,1
26425,316,4012000,1,1,3,0,1,0.438078,0,0.0264932,0.561922,1
19209,859,419000,1,1,4,0,1,0.83426,2,0.631688,0.16574,1
15694,185,286000,1,1,0,0,1,0.898134,2,0.773631,0.101866,1
1743,194,288,1,0,0,2,1,0.690586,2,0.312412,0.309414,1
9709,295,11000,1,1,4,77,0,0.115857,0,0.74254,0.884143,1
99889,181,295000,1,1,1,3,1,0.0555441,0,0.876569,0.944456,1
14312,515,2666000,1,1,4,1,0,0.102964,0,0.771191,0.897036,1
3372,1817,426,1,0,1,0,0,0.47811,1,0.562204,0.52189,1
830,227,418,1,0,0,1,1,0.85764,2,0.683644,0.14236,1
3,1211,672,0,0,470,0,1,0.0627721,0,0.860507,0.937228,1
27,443,215,0,0,2,0,0,0.447854,0,0.00476877,0.552146,1
322,180,146,1,0,0,0,1,0.889092,2,0.753537,0.110908,1
2939,41,64000,1,1,2,0,1,0.894694,2,0.765986,0.105306,1
21648,16048,7252,1,1,1,1,0,0.787583,2,0.527962,0.212417,1
24317,4018,126000,1,1,4825,1,1,0.467204,1,0.344074,0.532796,1
3206,42,134000,1,1,178,0,0,0.604739,2,0.121643,0.395261,1
21648,16048,7252,1,1,2,3,0,0.933698,2,0.852663,0.0663016,1
4619,146,1078000,1,0,1,0,0,0.826159,2,0.613687,0.173841,1
3474,308,631,1,0,0,0,0,0.0402,0,0.910667,0.9598,1
16425,6164,1279000,1,1,1,0,0,0.323972,0,0.280061,0.676028,1
11379,87,192000,1,1,3,58,0,0.445245,0,0.0105674,0.554755,1
36768,886,1894000,1,1,0,0,0,0.325207,0,0.277318,0.674793,1
33647,879,1805000,1,1,2,1,1,0.0489525,0,0.891217,0.951047,1
7278,1538,75000,1,1,1,1,0,0.34417,0,0.235178,0.65583,1
10908,429,159000,1,1,3,1,0,0.945017,2,0.877816,0.0549827,1
22336,248,116000,1,1,584,4,0,0.986181,2,0.96929,0.0138194,1
139,131,45,0,0,0,1,0,0.472297,1,0.445946,0.527703,1
1090,1646,4637,0,0,1,0,1,0.14878,0,0.669377,0.85122,1
31,250,5,1,0,947,0,1,0.440893,0,0.0202372,0.559107,1
53101,700,1354000,1,0,0,1,1,0.913681,2,0.808181,0.0863186,1
871,193,138,0,0,3,2,1,0.873317,2,0.718482,0.126683,1
188,713,4335,0,0,1,0,1,0.245504,0,0.454435,0.754496,1
112,174,15,1,0,1,0,0,0.760108,2,0.466907,0.239892,1
924,287,557,0,0,1,1,1,0.947612,2,0.883582,0.0523882,1
0,2,1,0,0,2,0,1,0.713508,2,0.36335,0.286492,1
11691,239,76,1,0,4,0,0,0.907448,2,0.794329,0.0925521,1
99029,258,169000,1,1,0,1,0,0.571824,2,0.0484974,0.428176,1
109446,291,844000,1,1,4,1,1,0.317902,0,0.293552,0.682098,1
110680,93,1005000,1,1,4,1,0,0.332962,0,0.260084,0.667038,1
120273,202,126000,1,1,1,0,0,0.600871,2,0.113047,0.399129,1
120852,183,284000,1,0,1,4,0,0.920354,2,0.823009,0.0796461,1
3804,347,26000,1,1,0,0,0,0.160812,0,0.64264,0.839188,1
113542,265,152000,1,1,2,2,1,0.444106,0,0.0130971,0.555894,1
591,50,174,1,0,0,0,1,0.0625447,0,0.861012,0.937455,1
48676,1051,373000,1,1,1,3,1,0.444731,0,0.0117093,0.555269,1
8841,2165,308,1,0,1,2,1,0.0652186,0,0.85507,0.934781,1
9670,3265,501000,1,1,0,1,1,0.079601,0,0.823109,0.920399,1
17633,755,190000,1,1,3,0,0,0.062642,0,0.860796,0.937358,1
1440,286,165,1,0,0,3,0,0.830185,2,0.622633,0.169815,1
37882,145,1621000,1,1,0,1,1,0.724835,2,0.388523,0.275165,1
16369,935,2737000,1,1,352,0,1,0.985853,2,0.968563,0.0141466,1
42042,705,2666000,1,1,0,1,1,0.189408,0,0.579093,0.810592,1
4912,1644,3338,1,0,2,1,0,0.841112,2,0.646916,0.158888,1
13307,123,126000,1,0,0,14,0,0.0637106,0,0.858421,0.936289,1
1698,1089,394,0,0,1,0,1,0.963493,2,0.918874,0.0365067,1
436,50,3300,1,1,2,2,1,0.934916,2,0.85537,0.0650836,1
15796,1044,968,1,0,1,3,0,0.727417,2,0.39426,0.272583,1
166,116,7,1,0,0,1,1,0.892174,2,0.760386,0.107826,1
154,273,93000,1,0,1,3,1,0.0981327,0,0.781927,0.901867,1
154,142,75,0,0,0,0,1,0.862499,2,0.694442,0.137501,1
25316,987,152000,1,1,1442,0,0,0.895694,2,0.768209,0.104306,1
429,46,12000,1,1,1,165,0,0.397499,0,0.116668,0.602501,1
5299,94,61000,1,1,0,0,0,0.00295392,0,0.993436,0.997046,1
65805,2514,10000,1,0,4,0,0,0.842649,2,0.650332,0.157351,1
275,385,6185,1,0,1,0,1,0.00448983,0,0.990023,0.99551,1
1471,420,145,0,0,0,1,1,0.822282,2,0.605071,0.177718,1
6440,164,126000,1,1,1,0,1,0.65831,2,0.24069,0.34169,1
84212,4377,270000,1,1,4,4,1,0.707255,2,0.349455,0.292745,1
6949,300,15000,1,0,0,0,0,0.165587,0,0.632029,0.834413,1
36283,128,154000,0,1,2,1,0,0.122044,0,0.728791,0.877956,1
20160,377,1053000,1,1,1,1,0,0.852975,2,0.673278,0.147025,1
25989,1784,340000,0,1,1,0,1,0.0342663,0,0.923853,0.965734,1
3177,1384,1319000,0,1,0,3,1,0.946742,2,0.881649,0.0532579,1
3177,1384,1319000,0,1,0,1,0,0.728672,2,0.397048,0.271328,1
16576,443,1055000,1,1,1,0,0,0.940534,2,0.867853,0.0594662,1
1690,631,82,1,0,0,1,0,0.514213,1,0.715749,0.485788,1
981,316,90,1,0,4,4,0,0.844352,2,0.654117,0.155648,1
981,316,90,1,0,2,1,0,0.141381,0,0.685819,0.858619,1
28200,1877,37000,1,1,1,1,0,0.482388,1,0.64775,0.517613,1
14253,203,82000,1,1,0,16,1,0.911542,2,0.803427,0.0884577,1
14253,203,82000,1,1,0,0,1,0.0481906,0,0.89291,0.951809,1
17762,266,5476,1,0,0,2,0,0.920241,2,0.822757,0.0797593,1
40978,7752,352000,0,1,1,0,0,0.609588,2,0.132417,0.390412,1
6571,2062,1099000,1,0,0,1,0,0.924757,2,0.832792,0.0752434,1
1768,263,12000,1,1,1,1,1,0.935351,2,0.856335,0.0646491,1
52865,112,1034000,0,1,0,107,0,0.97304,2,0.940089,0.0269599,1
8297,425,2257,1,0,0,1,0,0.00352501,0,0.992167,0.996475,1
20385,12,169000,1,1,0,0,1,0.857114,2,0.682475,0.142886,1
31957,1300,7485000,1,1,1,1,1,0.549232,1,0.0153506,0.450768,1
320,32,6,0,0,1,0,1,0.916576,2,0.814612,0.0834245,1
12615,135,4523,1,0,0,0,0,0.932882,2,0.850849,0.067118,1
31191,1175,89000,1,1,1242,2,1,0.748347,2,0.44077,0.251653,1
30329,277,21000,1,0,2,8,0,0.928301,2,0.84067,0.0716986,1
969,82,171,1,0,1,1,0,0.216452,0,0.518994,0.783548,1
38596,15013,3125,1,0,1,3,0,0.899062,2,0.775693,0.100938,1
532,88,1493000,1,1,0,0,1,0.335087,0,0.255363,0.664913,1
802,70,183000,1,1,1,1,1,0.215153,0,0.521882,0.784847,1
6014,925,159000,1,1,299,1,1,0.845849,2,0.657443,0.154151,1
92000,121,274000,1,1,0,0,1,0.854053,2,0.675673,0.145947,1
2792,4434,484000,1,1,2,0,0,0.917616,2,0.816924,0.0823842,1
37223,17299,83000,0,0,3,0,0,0.168315,0,0.625966,0.831685,1
2431,108,20000,1,0,0,1,1,0.285238,0,0.366138,0.714762,1
89143,3524,977000,1,1,1,0,0,0.964369,2,0.920821,0.0356305,1
264,216,24,0,0,4,1,1,0.00993477,0,0.977923,0.990065,1
264,216,24,0,0,1,0,1,0.0142824,0,0.968261,0.985718,1
264,216,24,0,0,0,88,1,0.0136249,0,0.969722,0.986375,1
264,216,24,0,0,0,3,1,0.127143,0,0.717459,0.872857,1
29237,326,619000,1,1,0,1,0,0.956427,2,0.90317,0.0435733,1
22206,326,1253000,1,1,788,0,0,0.77208,2,0.493511,0.22792,1
1731,1792,55000,1,0,49,0,0,0.954951,2,0.899891,0.045049,1
21745,552,27000,1,1,0,0,0,0.961363,2,0.91414,0.0386372,1
4,64,20,0,0,996,1,1,0.943201,2,0.87378,0.056799,1
723,313,351,1,0,4,0,1,0.234783,0,0.478261,0.765217,1
12618,1073,512000,1,1,3,1,1,0.171341,0,0.619243,0.828659,1
14287,3099,5343,1,1,1,4,1,0.943833,2,0.875183,0.0561675,1
799,31,242,1,0,4,1,0,0.91011,2,0.800245,0.0898896,1
247,237,3346,1,1,0,3,0,0.363047,0,0.193229,0.636953,1
2653,2224,513,0,0,1,1,0,0.00645756,0,0.98565,0.993542,1
1404,133,2017,1,0,1,0,0,0.996457,2,0.992126,0.00354318,1
192,456,23000,0,0,3,2,1,0.43381,0,0.035978,0.56619,1
1773,1368,44,1,0,0,0,1,0.0710994,0,0.842001,0.928901,1
1966,156,37000,1,0,1,0,1,0.789089,2,0.53131,0.210911,1
42764,21,300000,1,1,1,0,1,0.681619,2,0.292486,0.318381,1
13613,399,113000,1,1,1,1,1,0.827002,2,0.61556,0.172998,1
7989,1477,182000,1,1,1,0,0,0.942616,2,0.872481,0.0573836,1
15716,57,121000,1,1,4,68,1,0.0609693,0,0.864513,0.939031,1
12393,37,549000,1,0,1,0,1,0.71514,2,0.366978,0.28486,1
7989,1477,182000,1,1,1,0,0,0.77016,2,0.489245,0.22984,1
2800,549,501,1,0,1,0,1,0.351183,0,0.219594,0.648817,1
1063,303,115,1,0,0,1,1,0.948657,2,0.885904,0.0513432,1
235,203,11000,1,0,0,0,1,0.0606105,0,0.86531,0.939389,1
724,625,29000,1,0,1,84,0,0.85764,2,0.683644,0.14236,1
16,283,281,1,0,1,132,0,0.939338,2,0.865196,0.0606617,1
4724,872,10000,1,1,1,2,0,0.576672,2,0.0592721,0.423328,1
7,51,3,0,0,2,0,1,0.43381,0,0.0359783,0.56619,1
15,47,44,1,0,1,2,1,0.283177,0,0.370718,0.716823,1
1808,233,92,1,0,1,1,0,0.358919,0,0.202401,0.641081,1
10091,641,2976,1,0,0,1,0,0.711838,2,0.35964,0.288162,1
3329,777,292,0,0,1,0,1,0.618502,2,0.152228,0.381498,1
4545,129,532,0,0,0,18,0,0.949044,2,0.886765,0.0509557,1
8348,327,993000,1,1,4,4,0,0.405778,0,0.0982712,0.594222,1
23386,1327,1120000,1,1,1,0,0,0.0480737,0,0.89317,0.951926,1
1769,204,120000,1,1,1,1,1,0.980297,2,0.956216,0.0197026,1
5600,1269,568000,1,1,316,4,1,0.0555417,0,0.876574,0.944458,1
222630,17121,79000,1,0,1,0,0,0.932766,2,0.850592,0.0672337,1
189766,20000,625000,1,1,1,1,1,0.788413,2,0.529806,0.211587,1
22236,3571,348000,1,1,131,1,1,0.963943,2,0.919874,0.0360565,1
12556,11527,25000,1,1,2,1,0,0.9322,2,0.849333,0.0678004,1
316,369,60,1,0,0,0,0,0.77186,2,0.493021,0.22814,1
464,2191,101000,1,1,627,3,1,0.956107,2,0.902459,0.0438933,1
12182,856,1468,1,0,1,0,0,0.948701,2,0.886002,0.0512992,1
1631,161,146000,1,1,0,0,0,0.134638,0,0.700805,0.865362,1
31957,1300,7485000,1,1,2,94,1,0.199004,0,0.55777,0.800996,1
912,1020,158000,1,1,1,1,1,0.940154,2,0.867008,0.0598463,1
912,1020,158000,1,1,0,0,1,0.956391,2,0.903092,0.0436086,1
122439,198,781000,1,1,1,1,1,0.3248,0,0.278223,0.675201,1
5556,83,47000,1,1,0,2,1,0.358919,0,0.202401,0.641081,1
24231,3957,1472000,1,1,0,89,1,0.377415,0,0.1613,0.622585,1
14584,748,341000,1,1,1,1,1,0.897336,2,0.771858,0.102664,1
21681,38,126000,1,0,3,0,0,0.577747,2,0.0616592,0.422253,1
93209,529,876000,1,1,260,1,1,0.883702,2,0.741561,0.116297,1
18293,928,1442,1,0,1,1,1,0.673933,2,0.275407,0.326067,1
3312,247,130,1,0,0,0,1,0.132882,0,0.704706,0.867118,1
2156,491,5209,1,0,1,55,0,0.962859,2,0.917465,0.0371407,1
267,44,1959,1,1,1,0,0,0.892904,2,0.762009,0.107096,1
43,371,223,1,0,44,0,0,0.00361852,0,0.991959,0.996381,1
51,110,11,0,0,3,2,1,0.64655,2,0.214555,0.35345,1
1168,711,2057,1,0,1,1,0,0.00826267,0,0.981639,0.991737,1
244,86,304,1,0,536,2,1,0.127465,0,0.716744,0.872535,1
30029,218,460000,1,1,4,34,0,0.129263,0,0.712749,0.870737,1
317,30,523,1,0,2,0,0,0.0709609,0,0.842309,0.929039,1
572,884,114000,1,1,0,0,1,0.958175,2,0.907056,0.041825,1
572,884,114000,1,1,2,0,1,0.205555,0,0.543211,0.794445,1
66719,315,1203000,1,1,0,0,0,0.0104726,0,0.976728,0.989527,1
41729,1494,2563,0,0,1,1,1,0.290512,0,0.354418,0.709488,1
30717,2403,115000,1,1,0,0,0,0.591328,2,0.0918407,0.408672,1
1837,795,29000,1,1,1,1,0,0.118146,0,0.737453,0.881854,1
3417,4253,41000,1,1,2,0,1,0.922083,2,0.826852,0.0779168,1
5618,561,107000,1,1,0,122,1,0.442279,0,0.0171582,0.557721,1
92162,26,336000,0,1,0,1,1,0.0414865,0,0.907808,0.958513,1
13985,26,14000,0,0,1,3,1,0.301228,0,0.330605,0.698772,1
137,79,435,1,0,1,0,1,0.807829,2,0.572954,0.192171,1
2962,2074,2059,1,0,1,1,1,0.586903,2,0.0820057,0.413097,1
388,237,65,1,0,0,0,1,0.00644359,0,0.985681,0.993556,1
55,11,100,0,0,0,1,1,0.263178,0,0.415159,0.736822,1
31801,94,244000,1,0,1,1,1,0.112031,0,0.751041,0.887969,1
4174,691,592,0,0,0,1,1,0.508507,1,0.82985,0.491492,1
356,521,374,1,0,0,1,0,0.981008,2,0.957794,0.0189925,1
33,243,16,0,0,0,0,1,0.0154347,0,0.965701,0.984565,1
14253,203,82000,1,1,3,0,0,0.965581,2,0.923513,0.034419,1
94,185,1398,0,0,2,1,1,0.458184,1,0.163689,0.541816,1
90745,1549,60000,1,1,2,1,0,0.0138126,0,0.969305,0.986187,1
1183,713,43,1,0,1,1,1,0.969352,2,0.931894,0.0306476,1
26238,1276,159000,1,1,0,1,1,0.721028,2,0.380061,0.278972,1
344,338,52,0,0,1,1,1,0.321453,0,0.285659,0.678547,1
13579,1123,2814,1,0,4487,0,0,0.509362,1,0.812768,0.490638,1
13579,1123,2814,1,0,5880,0,1,0.158559,0,0.647646,0.841441,1
240188,17,6105,1,0,1,1,1,0.739147,2,0.420328,0.260853,1
2017,358,261,1,0,3,2,1,0.555332,2,0.0118494,0.444668,1
9901,220,1385000,1,1,30,1,0,0.955284,2,0.900631,0.0447159,1
56409,149,149000,1,1,3,3,0,0.929713,2,0.843806,0.0702874,1
543,693,528,0,0,1,1,0,0.978335,2,0.951856,0.0216646,1
153772,1477,1511000,1,1,1,1,0,0.454948,1,0.098955,0.545052,1
65574,187,7150000,0,1,0,0,0,0.454136,1,0.0827229,0.545864,1
11009,373,904,1,0,1,1,1,0.863593,2,0.696874,0.136407,1
4625,348,954000,1,1,0,0,1,0.986202,2,0.969338,0.0137979,1
2235,1293,49000,1,1,0,1,1,0.375136,0,0.166364,0.624864,1
1197,58,126000,1,1,0,1,0,0.0189117,0,0.957974,0.981088,1
57009,224,137000,1,0,0,1,0,0.494472,1,0.88943,0.505529,1
252,297,9,0,0,0,1,1,0.149267,0,0.668296,0.850733,1
127,159,5,0,1,1,0,0,0.0781563,0,0.826319,0.921844,1
