序号,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途,单价（元/平方米）
185,成华,建设路,2室1厅1厨1卫,中楼层 (共7层),68.78,平层,板塔结合,东南,砖混结构,精装,无,2021/8/12,商品房,普通住宅,7900
186,成华,万象城,1室1厅1厨1卫,高楼层 (共32层),44.1,平层,板塔结合,西北,框架结构,简装,有,2021/12/5,商品房,普通住宅,7980
187,成华,驷马桥,2室1厅1厨1卫,低楼层 (共6层),74.85,平层,板楼,东南,混合结构,简装,无,2021/3/17,商品房,普通住宅,7800
188,成华,龙潭寺,2室1厅1厨1卫,中楼层 (共32层),58.54,平层,塔楼,东,钢混结构,毛坯,有,2021/9/2,经济适用房,普通住宅,7100
189,成华,驷马桥,2室2厅1厨1卫,高楼层 (共11层),75.48,平层,塔楼,西北,钢混结构,简装,有,2021/5/30,经济适用房,普通住宅,9200
190,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),87.2,平层,板楼,东,框架结构,简装,有,44466,经济适用房,普通住宅,10500
191,成华,驷马桥,1室1厅1厨1卫,中楼层 (共11层),53.96,平层,塔楼,东南,钢混结构,简装,有,2021/10/17,经济适用房,普通住宅,6500
192,成华,理工大,2室1厅1厨1卫,高楼层 (共26层),65.59,平层,塔楼,东,框架结构,精装,有,44537,商品房,普通住宅,11800
193,成华,理工大,1室1厅1厨1卫,高楼层 (共22层),55.14,平层,板楼,东南,钢混结构,精装,有,2021/8/18,商品房,普通住宅,7600
194,成华,万年场,2室1厅1厨1卫,低楼层 (共38层),84.87,平层,板塔结合,西南,钢混结构,精装,有,44467,商品房,普通住宅,17380
195,成华,理工大,2室1厅1厨1卫,中楼层 (共22层),85.57,平层,板楼,西南,钢混结构,精装,有,44482,商品房,普通住宅,12600
196,成华,理工大,2室1厅1厨1卫,中楼层 (共28层),76.73,平层,塔楼,南,钢混结构,精装,有,44352,商品房,普通住宅,13800
197,成华,理工大,2室1厅1厨1卫,高楼层 (共22层),85.48,平层,板塔结合,东,钢混结构,毛坯,有,44477,商品房,普通住宅,12100
198,成华,李家沱,2室2厅1厨1卫,中楼层 (共6层),83.7,平层,板楼,东南,混合结构,精装,无,2021/4/29,商品房,普通住宅,8500
199,成华,成渝立交,1室2厅1厨1卫,低楼层 (共34层),56.28,平层,塔楼,西,钢混结构,简装,有,2021/9/29,商品房,普通住宅,9800
200,成华,东郊记忆,2室1厅1厨1卫,低楼层 (共33层),88.18,平层,板塔结合,东南,钢混结构,简装,有,44481,商品房,普通住宅,14500
201,成华,东郊记忆,3室1厅1厨2卫,中楼层 (共33层),90.11,平层,板塔结合,东南,钢混结构,简装,有,44493,商品房,普通住宅,15500
202,成华,动物园,1室1厅1厨1卫,中楼层 (共18层),51.79,平层,板塔结合,南,钢混结构,精装,有,2021/10/8,商品房,普通住宅,8100
203,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),74.58,平层,板楼,北,砖混结构,精装,无,2021/4/11,拆迁安置房,普通住宅,8990
204,成华,动物园,2室1厅1厨1卫,低楼层 (共31层),62.43,平层,塔楼,北,钢混结构,简装,有,44391,商品房,普通住宅,10700
205,成华,动物园,2室1厅1厨1卫,中楼层 (共18层),77.83,平层,板塔结合,东南,钢混结构,简装,有,44503,商品房,普通住宅,11970
206,成华,万象城,2室1厅1厨1卫,中楼层 (共33层),66.93,平层,板塔结合,西,框架结构,简装,有,44284,商品房,普通住宅,11200
207,成华,万年场,2室2厅1厨1卫,中楼层 (共26层),88.49,平层,塔楼,西北,钢混结构,精装,有,44468,商品房,普通住宅,14300
208,成华,万年场,2室2厅1厨1卫,高楼层 (共24层),72.03,平层,板塔结合,东南,钢混结构,精装,有,44445,商品房,普通住宅,12200
209,成华,万年场,2室2厅1厨1卫,中楼层 (共24层),64.89,平层,板塔结合,西北,钢混结构,简装,有,44330,商品房,普通住宅,11470
210,成华,动物园,1室1厅1厨1卫,低楼层 (共18层),51.72,平层,板塔结合,东,钢混结构,简装,有,2021/11/4,商品房,普通住宅,7700
211,成华,动物园,3室1厅1厨1卫,中楼层 (共18层),86.31,平层,板塔结合,南,钢混结构,精装,有,44496,商品房,普通住宅,16200
212,成华,万象城,1室1厅1厨1卫,高楼层 (共12层),53.21,平层,塔楼,西,框架结构,精装,有,2021/10/31,商品房,普通住宅,6980
213,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),96.55,平层,板楼,南,混合结构,简装,无,44513,商品房,普通住宅,12300
214,成华,龙潭寺,2室2厅1厨1卫,中楼层 (共11层),79.82,平层,板楼,南,钢混结构,精装,有,2021/10/22,商品房,普通住宅,9200
215,成华,八里小区,2室1厅1厨1卫,高楼层 (共7层),74.87,平层,板楼,东南,砖混结构,简装,无,2021/5/20,商品房,普通住宅,7100
216,成华,李家沱,2室1厅1厨1卫,低楼层 (共7层),64.18,平层,板楼,东南,砖混结构,简装,无,2021/4/19,商品房,普通住宅,5600
217,成华,万象城,3室1厅1厨1卫,低楼层 (共33层),81.3,平层,塔楼,西,钢混结构,简装,有,44387,商品房,普通住宅,13900
218,成华,李家沱,2室2厅1厨1卫,中楼层 (共12层),110.65,平层,板塔结合,东南,框架结构,简装,有,44474,商品房,普通住宅,17000
219,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),70.77,平层,板塔结合,南,钢混结构,精装,有,44470,商品房,普通住宅,11500
220,成华,李家沱,2室1厅1厨1卫,高楼层 (共7层),60.37,平层,板楼,西南,砖混结构,简装,无,2021/5/15,商品房,普通住宅,5400
221,成华,李家沱,1室1厅1厨1卫,高楼层 (共7层),36.26,平层,板楼,东南,混合结构,精装,无,2021/2/18,商品房,普通住宅,3900
222,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),73.2,平层,板楼,东 西,未知结构,简装,无,2021/1/4,商品房,普通住宅,7600
223,成华,动物园,2室1厅1厨1卫,高楼层 (共20层),66.81,平层,塔楼,东,钢混结构,精装,有,44440,商品房,普通住宅,12600
224,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),73.56,平层,塔楼,东,框架结构,精装,有,44476,商品房,普通住宅,12700
225,成华,SM广场,2室1厅1厨1卫,中楼层 (共31层),69.71,平层,板楼,南,框架结构,简装,有,44451,商品房,普通住宅,11300
226,成华,驷马桥,2室2厅1厨1卫,中楼层 (共22层),75.89,平层,板塔结合,东南,框架结构,精装,有,44503,限价商品房,普通住宅,13800
227,成华,龙潭寺,2室1厅1厨1卫,中楼层 (共11层),81.26,平层,板楼,南,钢混结构,简装,有,2021/9/1,商品房,普通住宅,8280
228,成华,八里小区,2室2厅1厨1卫,中楼层 (共7层),78.04,平层,板楼,东南,钢混结构,精装,无,44285,商品房,普通住宅,10500
229,成华,驷马桥,3室2厅1厨1卫,高楼层 (共20层),83.87,平层,板塔结合,东南,钢混结构,精装,有,44459,商品房,普通住宅,16500
230,成华,驷马桥,3室2厅1厨1卫,低楼层 (共21层),84.87,平层,板塔结合,北,钢混结构,精装,有,44462,商品房,普通住宅,16800
231,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),81.57,平层,塔楼,南,钢混结构,简装,有,44450,商品房,普通住宅,12600
232,成华,驷马桥,2室1厅1厨1卫,中楼层 (共20层),84.68,平层,板塔结合,东,钢混结构,毛坯,有,44379,商品房,普通住宅,14200
233,成华,动物园,2室2厅1厨1卫,高楼层 (共18层),71.32,平层,板楼,南,钢混结构,简装,有,44448,商品房,普通住宅,11300
234,成华,李家沱,2室2厅1厨1卫,高楼层 (共7层),98.91,平层,板楼,南 北,砖混结构,简装,无,2020/12/25,已购公房,普通住宅,8400
235,成华,八里小区,3室1厅1厨1卫,高楼层 (共33层),88.75,平层,板塔结合,东 东北,钢混结构,精装,有,44525,商品房,普通住宅,19200
236,成华,SM广场,3室1厅1厨1卫,低楼层 (共31层),93.14,平层,板楼,南,框架结构,精装,有,44485,商品房,普通住宅,15800
237,成华,万年场,2室2厅1厨1卫,低楼层 (共25层),84.76,平层,塔楼,北 南,钢混结构,简装,有,44466,商品房,普通住宅,12800
238,成华,八里小区,3室2厅1厨1卫,低楼层 (共11层),92.79,平层,板楼,南 北,钢混结构,精装,有,44429,商品房,普通住宅,15200
239,成华,东郊记忆,3室2厅1厨2卫,低楼层 (共33层),90.3,平层,板塔结合,西南,钢混结构,简装,有,44493,商品房,普通住宅,17200
240,成华,动物园,3室2厅1厨1卫,中楼层 (共34层),77.61,平层,板塔结合,西南,钢混结构,简装,有,44474,商品房,普通住宅,14000
241,成华,新华公园,3室2厅1厨1卫,中楼层 (共7层),112.2,平层,板楼,南 北,钢混结构,简装,无,44405,商品房,普通住宅,11300
242,成华,八里小区,2室2厅1厨1卫,低楼层 (共6层),75.49,平层,平房,东南 西北,框架结构,简装,无,44400,商品房,普通住宅,12200
243,成华,SM广场,2室2厅1厨1卫,中楼层 (共7层),79.52,平层,板楼,南,砖混结构,简装,无,2021/12/12,商品房,普通住宅,9800
244,成华,八里小区,1室1厅1厨1卫,低楼层 (共7层),50.19,平层,板楼,东南,砖混结构,简装,无,2020/10/17,商品房,普通住宅,5500
245,成华,新华公园,3室1厅1厨1卫,低楼层 (共7层),104.19,平层,板楼,西南,钢混结构,简装,无,44510,商品房,普通住宅,12000
246,成华,驷马桥,3室1厅1厨1卫,高楼层 (共21层),92.68,平层,板塔结合,东南,钢混结构,精装,有,44392,商品房,普通住宅,16670
247,成华,八里小区,2室2厅1厨2卫,高楼层 (共7层),94.26,平层,板楼,东,砖混结构,精装,无,2021/4/29,商品房,普通住宅,8300
248,成华,驷马桥,3室2厅1厨2卫,中楼层 (共18层),109.95,平层,板塔结合,东北,框架结构,精装,有,44463,商品房,普通住宅,16900
249,成华,驷马桥,3室1厅1厨1卫,中楼层 (共18层),88.55,平层,板塔结合,北,框架结构,精装,有,44538,商品房,普通住宅,15200
250,成华,万象城,3室2厅1厨1卫,中楼层 (共33层),99.86,平层,塔楼,西,框架结构,精装,有,44087,拆迁安置房,普通住宅,18200
251,成华,万象城,2室2厅1厨1卫,高楼层 (共33层),66.44,平层,塔楼,东,钢混结构,简装,有,44493,拆迁安置房,普通住宅,11700
252,成华,龙潭寺,3室1厅1厨1卫,低楼层 (共27层),78.2,平层,板塔结合,南,钢混结构,精装,有,44438,商品房,普通住宅,14150
253,成华,猛追湾,2室1厅1厨1卫,低楼层 (共6层),73.31,平层,板楼,南,砖混结构,简装,无,44497,商品房,普通住宅,10000
254,成华,万年场,1室1厅1厨1卫,低楼层 (共6层),44.68,平层,板楼,东,砖混结构,毛坯,无,2021/4/27,商品房,普通住宅,5300
255,成华,动物园,2室1厅1厨1卫,低楼层 (共6层),68.23,平层,板楼,东南,钢混结构,毛坯,无,2021/1/17,商品房,普通住宅,5550
256,成华,建设路,1室0厅1厨1卫,高楼层 (共7层),39.01,平层,板塔结合,东南,钢混结构,精装,无,2020/12/14,商品房,普通住宅,2900
257,成华,驷马桥,2室2厅1厨1卫,中楼层 (共18层),81.5,平层,塔楼,南 西,钢混结构,精装,有,44470,商品房,普通住宅,13500
258,成华,李家沱,2室1厅1厨1卫,高楼层 (共6层),57.28,平层,板楼,东南,砖混结构,简装,无,2021/9/10,商品房,普通住宅,5050
259,成华,动物园,2室1厅1厨1卫,低楼层 (共18层),78.3,平层,板塔结合,东,钢混结构,简装,有,44469,商品房,普通住宅,12300
260,成华,东郊记忆,2室1厅1厨2卫,低楼层 (共28层),85.93,平层,板塔结合,东南,钢混结构,简装,有,44514,商品房,普通住宅,14300
261,成华,动物园,3室2厅1厨1卫,高楼层 (共18层),92.63,平层,板塔结合,东南,框架结构,简装,有,44351,商品房,普通住宅,14400
262,成华,龙潭寺,3室2厅1厨2卫,高楼层 (共15层),108.57,平层,塔楼,南,钢混结构,精装,有,44365,商品房,普通住宅,13000
263,成华,新华公园,4室2厅1厨2卫,中楼层 (共45层),154.34,平层,板塔结合,东南,钢混结构,精装,有,44462,商品房,普通住宅,35800
264,成华,理工大,2室1厅1厨1卫,中楼层 (共23层),64.97,平层,板塔结合,西南,钢混结构,精装,有,44520,商品房,普通住宅,12000
265,成华,动物园,2室1厅1厨1卫,高楼层 (共18层),71.74,平层,板塔结合,南,钢混结构,简装,有,44532,商品房,普通住宅,10900
266,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),54.87,平层,板楼,东南,砖混结构,简装,无,2021/12/2,商品房,普通住宅,5200
267,成华,驷马桥,2室1厅1厨1卫,高楼层 (共23层),73.98,平层,板楼,西南,钢混结构,精装,有,44531,商品房,普通住宅,10200
268,成华,万象城,2室1厅1厨1卫,中楼层 (共32层),62.55,平层,板塔结合,西,框架结构,简装,有,44527,商品房,普通住宅,11200
269,成华,八里小区,2室2厅1厨1卫,中楼层 (共18层),88.65,平层,板楼,西,框架结构,简装,有,44523,商品房,普通住宅,14200
270,成华,理工大,1室1厅1厨1卫,中楼层 (共22层),55.12,平层,板楼,东南,钢混结构,简装,有,2021/11/25,商品房,普通住宅,7600
271,成华,驷马桥,2室1厅1厨1卫,低楼层 (共21层),79.05,平层,板塔结合,西南 西北,钢混结构,简装,有,44519,商品房,普通住宅,13100
272,成华,动物园,3室2厅1厨1卫,中楼层 (共33层),71.25,平层,板塔结合,西,钢混结构,简装,有,44523,商品房,普通住宅,13080
273,成华,理工大,2室1厅1厨1卫,高楼层 (共5层),64.29,平层,板楼,东南,砖混结构,简装,无,2021/11/23,商品房,普通住宅,6200
274,成华,动物园,3室1厅1厨1卫,低楼层 (共31层),71.33,平层,塔楼,南,钢混结构,精装,有,44525,商品房,普通住宅,14000
275,成华,万年场,1室2厅1厨1卫,低楼层 (共13层),51.0,平层,塔楼,东南,钢混结构,简装,有,2021/11/29,商品房,普通住宅,6780
276,成华,驷马桥,1室1厅1厨1卫,低楼层 (共21层),49.88,平层,板塔结合,南,框架结构,简装,有,2021/4/23,商品房,普通住宅,8000
277,成华,东郊记忆,2室1厅1厨1卫,低楼层 (共40层),77.0,平层,板塔结合,北,框架结构,精装,有,44297,商品房,普通住宅,18000
278,成华,动物园,1室1厅1厨1卫,高楼层 (共18层),49.08,平层,板楼,东北,框架结构,精装,有,2021/12/4,商品房,普通住宅,5600
279,成华,万象城,2室2厅1厨1卫,中楼层 (共7层),88.36,平层,板楼,南 北,钢混结构,精装,无,44456,商品房,普通住宅,12500
280,成华,万年场,2室1厅1厨1卫,低楼层 (共17层),76.83,平层,板楼,北,框架结构,精装,有,44289,拆迁安置房,普通住宅,11900
281,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),78.41,平层,板塔结合,西南,框架结构,简装,有,44476,商品房,普通住宅,10300
282,成华,动物园,2室1厅1厨1卫,高楼层 (共33层),62.73,平层,塔楼,南,钢混结构,简装,有,44508,商品房,普通住宅,11950
283,成华,新华公园,2室1厅1厨1卫,中楼层 (共27层),67.96,平层,塔楼,东,钢混结构,精装,有,44455,拆迁安置房,普通住宅,14600
284,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),71.64,平层,板塔结合,南,钢混结构,简装,有,44487,商品房,普通住宅,10380
285,成华,万象城,2室1厅1厨1卫,高楼层 (共32层),70.39,平层,板塔结合,东南,框架结构,精装,有,44459,商品房,普通住宅,12900
286,成华,万年场,1室2厅1厨1卫,低楼层 (共18层),49.61,平层,塔楼,西,钢混结构,简装,有,2021/7/21,经济适用房,普通住宅,6600
287,成华,新华公园,2室1厅1厨1卫,低楼层 (共6层),55.38,平层,板楼,东南,钢混结构,简装,无,2021/10/26,商品房,普通住宅,6100
288,成华,八里小区,2室1厅1厨1卫,低楼层 (共7层),57.75,平层,塔楼,东南,砖混结构,简装,有,2021/4/30,商品房,普通住宅,6100
289,成华,李家沱,2室1厅1厨1卫,中楼层 (共7层),63.18,跃层,板楼,东南,混合结构,精装,无,2021/7/29,商品房,普通住宅,7500
290,成华,龙潭寺,2室2厅1厨1卫,高楼层 (共33层),80.37,平层,塔楼,东北,钢混结构,精装,有,44496,商品房,普通住宅,10800
291,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),56.75,平层,板塔结合,东,砖混结构,简装,无,2021/10/17,商品房,普通住宅,5700
292,成华,驷马桥,2室1厅1厨1卫,中楼层 (共21层),71.71,平层,塔楼,西北,钢混结构,简装,有,44496,商品房,普通住宅,10800
293,成华,理工大,2室1厅1厨1卫,中楼层 (共23层),69.89,平层,板塔结合,东南,钢混结构,简装,有,44538,商品房,普通住宅,12000
294,成华,驷马桥,2室2厅1厨1卫,中楼层 (共18层),88.97,平层,塔楼,东,钢混结构,简装,有,44513,商品房,普通住宅,13500
295,成华,龙潭寺,1室2厅1厨1卫,中楼层 (共29层),61.46,平层,板塔结合,西南 南,钢混结构,精装,有,2021/10/28,经济适用房,普通住宅,7200
296,成华,新华公园,2室1厅1厨1卫,中楼层 (共6层),60.42,平层,板楼,东南,砖混结构,简装,无,2021/3/7,商品房,普通住宅,6800
297,成华,动物园,2室2厅1厨1卫,高楼层 (共18层),74.66,平层,塔楼,东,框架结构,精装,有,44501,商品房,普通住宅,10800
298,成华,猛追湾,1室1厅1厨1卫,中楼层 (共4层),40.0,平层,板楼,东,砖混结构,精装,无,2021/9/25,商品房,普通住宅,5000
299,成华,驷马桥,3室2厅1厨1卫,高楼层 (共18层),79.73,平层,塔楼,西,钢混结构,简装,有,44507,商品房,普通住宅,13500
300,成华,驷马桥,3室1厅1厨1卫,高楼层 (共21层),82.09,平层,塔楼,东南,钢混结构,简装,有,44474,商品房,普通住宅,13800
301,成华,龙潭寺,2室1厅1厨2卫,低楼层 (共15层),108.72,跃层,塔楼,东北,钢混结构,简装,有,2020/1/10,商品房,普通住宅,9800
302,成华,新华公园,4室1厅1厨2卫,中楼层 (共45层),154.0,平层,板塔结合,东南,钢混结构,精装,有,44321,商品房,普通住宅,36500
