,类别,行政区,点评数,口味,环境,服务,人均消费
5931,浙菜,K,77.0,7.3,6.6,7.1,32.0
5932,浙菜,K,71.0,7.0,6.9,6.9,78.0
5934,海鲜,K,30.0,8.1,7.7,8.0,160.0
5937,啡厅,K,129.0,7.7,7.7,7.4,37.0
5938,西餐,K,32.0,7.1,7.3,7.4,33.0
5941,快餐,K,773.0,7.2,6.9,6.6,43.0
5942,浙菜,K,103.0,7.2,7.0,6.9,66.0
5943,龙虾,K,25.0,7.2,7.1,7.2,80.0
5946,西餐,K,95.0,8.1,8.0,8.1,67.0
5949,烧烤,K,84.0,7.5,7.1,7.5,29.0
5950,浙菜,K,466.0,8.0,7.8,7.7,77.0
5951,快餐,K,40.0,7.4,7.5,7.5,12.0
5958,浙菜,K,19.0,7.2,7.4,7.3,459.0
5959,甜点,K,274.0,7.3,7.3,7.1,21.0
5962,西餐,K,403.0,7.6,8.7,8.8,138.0
5966,浙菜,K,167.0,7.0,6.8,6.6,108.0
5967,快餐,K,8.0,7.2,6.8,7.0,7.0
5968,快餐,K,97.0,7.6,7.0,7.1,16.0
5969,烧烤,K,21.0,7.4,7.1,7.5,61.0
5973,浙菜,K,405.0,7.5,6.7,7.4,64.0
5974,甜点,K,71.0,8.6,8.1,8.2,44.0
5977,火锅,K,2050.0,8.6,8.5,8.5,84.0
5980,火锅,K,1151.0,8.4,8.6,8.4,130.0
5981,快餐,K,81.0,7.9,7.6,8.0,30.0
5984,啡厅,K,1521.0,7.9,8.2,7.6,54.0
5987,粤菜,K,452.0,8.5,8.7,7.8,323.0
5989,助餐,K,315.0,7.0,7.5,7.5,77.0
5991,火锅,K,1430.0,8.4,8.6,8.5,121.0
5994,常菜,K,6.0,6.8,6.7,6.8,37.0
5995,甜点,K,8.0,6.7,7.0,7.1,30.0
5996,料理,K,38.0,8.0,7.5,7.8,51.0
5998,西餐,K,491.0,7.3,7.2,7.3,119.0
6000,浙菜,K,34.0,7.1,6.8,7.1,69.0
6001,浙菜,K,724.0,7.4,7.3,7.3,101.0
6004,甜点,K,25.0,8.5,8.3,8.4,22.0
6005,火锅,K,88.0,6.8,6.6,6.7,39.0
6008,美食,K,41.0,8.0,8.1,8.2,28.0
6009,火锅,K,30.0,6.8,7.0,7.1,134.0
6011,湘菜,K,1.0,6.9,6.9,6.9,133.0
6012,西餐,K,290.0,8.2,7.6,7.9,52.0
6013,本菜,K,53.0,6.9,6.9,7.2,46.0
6014,海鲜,K,35.0,7.6,7.3,7.4,33.0
6016,浙菜,K,212.0,7.8,8.3,7.7,494.0
6017,甜点,K,64.0,8.4,7.5,7.3,29.0
6019,西餐,K,3159.0,8.0,8.8,8.4,240.0
6023,火锅,K,44.0,6.9,6.6,6.7,41.0
6024,湘菜,K,10.0,6.8,6.9,6.9,45.0
6025,美食,K,53.0,7.2,7.1,7.1,52.0
6026,浙菜,K,150.0,7.6,7.6,7.7,131.0
6028,浙菜,K,82.0,7.2,7.7,7.2,221.0
6029,助餐,K,353.0,7.1,7.6,7.3,99.0
6033,烧烤,K,42.0,6.7,6.6,6.7,50.0
6035,西餐,K,69.0,7.7,7.7,7.5,123.0
6036,烧烤,K,33.0,7.9,7.5,7.9,55.0
6037,龙虾,K,343.0,8.0,8.1,7.8,144.0
6039,美食,K,96.0,7.4,7.0,7.4,81.0
6043,火锅,K,703.0,7.8,8.0,8.1,96.0
6044,美食,K,19.0,7.3,7.2,7.3,28.0
6046,甜点,K,167.0,7.7,7.8,7.5,18.0
6048,啡厅,K,693.0,8.4,8.9,9.0,77.0
6051,川菜,K,3.0,7.1,7.1,7.2,75.0
6052,美食,K,12.0,7.9,7.8,7.9,31.0
6054,快餐,K,1508.0,7.4,7.6,7.2,19.0
6055,烧烤,K,477.0,7.5,7.5,7.4,87.0
6057,火锅,K,1468.0,8.3,8.4,8.3,103.0
6058,快餐,K,731.0,7.8,7.9,8.0,26.0
6061,本菜,K,201.0,8.3,8.6,8.2,166.0
6062,川菜,K,7208.0,9.0,8.6,8.7,84.0
6063,蟹宴,K,836.0,8.1,8.4,7.9,70.0
6065,浙菜,K,56.0,6.7,7.0,6.7,73.0
6070,火锅,K,568.0,8.2,8.5,8.4,98.0
6072,火锅,K,234.0,8.0,7.8,7.8,66.0
6073,快餐,K,93.0,7.9,7.3,7.8,7.0
6078,西餐,K,19.0,7.4,7.3,7.3,31.0
6080,北菜,K,65.0,7.6,7.5,7.6,31.0
6082,美食,K,33.0,7.7,7.3,7.6,74.0
6084,美食,K,35.0,6.9,6.8,6.7,69.0
6086,海鲜,K,87.0,7.5,7.2,7.2,125.0
6087,疆菜,K,45.0,7.6,7.4,7.4,72.0
6088,湘菜,K,59.0,6.9,6.9,6.6,98.0
6090,快餐,K,83.0,7.2,7.1,7.1,14.0
6091,快餐,K,2.0,7.0,7.0,7.0,35.0
6092,啡厅,K,91.0,7.8,8.1,7.9,45.0
6094,浙菜,K,120.0,7.1,6.8,6.9,57.0
6098,龙虾,K,30.0,7.0,6.7,6.7,76.0
6099,粤菜,K,185.0,7.2,7.8,7.5,95.0
6100,火锅,K,1010.0,8.4,8.1,8.2,83.0
6106,烧烤,K,28.0,6.9,6.8,6.9,39.0
6107,浙菜,K,36.0,7.3,7.2,7.2,58.0
6109,西餐,K,188.0,8.6,8.4,8.4,56.0
6110,西餐,K,38.0,6.9,7.0,7.0,19.0
6111,火锅,K,61.0,7.5,7.6,7.6,133.0
6112,本菜,K,296.0,7.7,8.0,8.2,97.0
6113,龙虾,K,3.0,6.9,6.9,6.9,34.0
6114,烧烤,K,346.0,8.5,8.5,8.6,145.0
6117,川菜,K,34.0,7.6,7.6,7.8,66.0
6118,快餐,K,14.0,7.3,7.0,6.6,13.0
6119,浙菜,K,70.0,6.9,6.7,6.8,77.0
6120,甜点,K,231.0,7.9,7.7,7.7,22.0
6122,甜点,K,176.0,8.5,8.3,8.4,52.0
6123,火锅,K,35.0,6.9,7.2,6.8,89.0
6125,啡厅,K,57.0,6.4,6.8,6.5,62.0
6129,料理,K,238.0,8.7,8.8,8.5,61.0
6132,海鲜,K,698.0,8.9,8.4,8.7,143.0
6134,粤菜,K,340.0,7.4,8.2,7.7,67.0
6136,啡厅,K,100.0,8.8,9.0,9.0,41.0
6137,啡厅,K,40.0,7.3,7.3,7.1,21.0
6139,甜点,K,197.0,8.4,8.6,8.4,25.0
6143,西餐,N,61.0,7.0,7.2,7.0,29.0
6145,西餐,K,231.0,7.7,7.7,7.8,58.0
6146,川菜,K,31.0,7.2,7.0,7.1,70.0
6148,火锅,K,40.0,7.5,7.2,7.5,121.0
6149,粤菜,K,1445.0,8.2,8.0,8.1,87.0
6153,川菜,K,79.0,7.4,7.1,7.2,65.0
6157,火锅,K,14.0,6.7,6.7,6.7,51.0
6161,火锅,K,1626.0,7.3,6.0,6.4,64.0
6162,甜点,K,13.0,7.5,7.6,7.5,22.0
6165,海鲜,K,1.0,6.9,6.9,6.9,93.0
6166,浙菜,K,553.0,7.6,7.4,7.3,105.0
6168,烧烤,K,148.0,6.7,6.9,6.7,95.0
6171,粤菜,K,35.0,7.1,7.4,7.0,74.0
6172,火锅,K,104.0,7.7,8.6,8.2,136.0
6173,西餐,K,159.0,8.0,7.4,7.4,46.0
6174,西餐,K,1051.0,8.9,9.1,9.1,147.0
6176,烧烤,K,19.0,7.2,7.0,7.1,20.0
6177,快餐,K,126.0,7.7,7.7,7.4,59.0
6180,西餐,K,165.0,9.0,9.0,9.0,135.0
6183,快餐,K,8.0,7.3,7.3,7.2,17.0
6186,川菜,K,120.0,7.0,6.8,6.9,63.0
6187,火锅,K,12.0,6.8,6.7,6.8,63.0
6190,烧烤,K,598.0,9.0,8.2,8.8,89.0
6191,啡厅,K,95.0,7.6,7.7,7.7,38.0
6196,浙菜,K,62.0,7.1,7.0,6.8,75.0
6197,西餐,K,312.0,8.1,8.4,8.4,134.0
6200,湘菜,K,38.0,6.7,6.8,6.8,57.0
6202,川菜,K,13.0,7.2,7.2,7.2,37.0
6203,快餐,K,93.0,7.6,7.5,7.5,30.0
6204,粤菜,K,19.0,6.8,6.8,6.9,31.0
6205,快餐,K,36.0,7.4,7.3,7.3,28.0
6206,北菜,K,93.0,7.1,6.9,6.6,39.0
6207,粤菜,K,210.0,7.6,8.3,8.3,84.0
6208,快餐,K,11.0,7.2,7.2,7.1,21.0
6210,湘菜,K,21.0,7.2,7.1,7.1,31.0
6211,常菜,K,4.0,7.1,7.1,7.1,40.0
6213,湘菜,K,358.0,8.2,8.3,7.6,73.0
6214,甜点,K,19.0,8.0,8.0,8.0,19.0
6215,快餐,K,23.0,7.3,7.2,7.3,13.0
6216,烧烤,K,6.0,7.0,6.4,6.9,35.0
6217,快餐,K,4.0,7.4,7.3,7.3,15.0
6220,龙虾,K,93.0,7.5,7.1,7.3,105.0
6223,火锅,K,180.0,7.7,7.2,7.3,74.0
6224,川菜,K,31.0,7.1,6.9,6.9,45.0
6226,西菜,K,58.0,7.7,7.4,7.7,65.0
6227,快餐,K,24.0,7.1,7.1,7.0,30.0
6229,川菜,K,333.0,7.3,7.1,7.1,62.0
6230,湘菜,K,12.0,6.5,6.7,6.5,42.0
6231,龙虾,K,349.0,7.1,6.5,6.5,161.0
6233,州菜,K,140.0,7.0,6.5,6.6,57.0
6234,快餐,K,650.0,8.1,7.2,7.9,59.0
6235,快餐,K,7.0,7.0,7.1,7.2,19.0
6237,西餐,K,31.0,7.7,7.7,7.7,43.0
6239,北菜,K,15.0,7.6,7.2,7.4,34.0
6240,快餐,K,17.0,6.9,6.9,7.0,15.0
6241,快餐,K,26.0,7.4,7.3,7.3,18.0
6242,湘菜,K,20.0,7.5,7.2,7.3,55.0
6243,龙虾,K,58.0,8.1,7.7,8.0,90.0
6245,湘菜,K,133.0,7.0,6.6,6.3,61.0
6246,本菜,K,1407.0,7.7,7.7,7.4,44.0
6247,啡厅,K,216.0,7.9,7.8,7.8,44.0
6251,快餐,K,13.0,7.4,7.1,7.4,13.0
6253,疆菜,K,1.0,6.9,6.9,6.9,20.0
6254,川菜,K,297.0,8.3,8.3,8.5,69.0
6255,火锅,K,41.0,8.0,8.2,8.1,78.0
6257,海鲜,K,503.0,6.7,6.2,6.1,92.0
6258,海鲜,K,64.0,7.7,6.7,7.0,143.0
6260,火锅,K,190.0,9.2,8.0,9.1,98.0
6261,火锅,K,1643.0,8.7,8.2,8.4,114.0
6263,火锅,K,4541.0,8.3,8.4,8.0,139.0
6264,啡厅,K,178.0,7.5,7.6,7.8,50.0
6266,南菜,K,1998.0,8.4,9.0,8.8,90.0
6267,甜点,K,94.0,7.2,7.3,7.2,31.0
6268,浙菜,K,3242.0,7.1,7.1,6.8,115.0
6270,川菜,K,211.0,7.3,7.0,7.2,48.0
6271,川菜,K,7031.0,9.0,8.5,8.5,77.0
6272,火锅,K,2098.0,9.1,8.6,8.9,103.0
6273,海鲜,K,82.0,7.3,7.4,7.3,97.0
6274,海鲜,K,150.0,7.6,7.6,7.5,120.0
6275,烧烤,K,667.0,8.5,8.5,8.5,92.0
6276,烧烤,K,578.0,8.5,7.8,8.0,77.0
6278,西餐,K,183.0,7.9,7.9,7.9,60.0
6279,美食,K,5.0,7.2,7.0,7.2,11.0
6280,啡厅,K,166.0,7.3,7.5,7.3,36.0
6283,甜点,K,72.0,7.8,8.0,7.4,34.0
6288,烧烤,K,2970.0,8.1,8.7,8.6,94.0
6291,火锅,K,457.0,7.7,7.8,7.4,83.0
6292,火锅,K,2491.0,8.4,8.6,8.6,101.0
6293,川菜,K,2041.0,7.9,7.3,7.2,77.0
6294,湾菜,K,33.0,7.3,7.5,7.5,115.0
6295,西餐,K,70.0,7.9,7.7,7.7,47.0
6296,川菜,K,522.0,6.8,7.5,7.0,92.0
6297,亚菜,K,481.0,7.4,8.1,7.9,84.0
6300,川菜,K,21.0,7.0,6.9,6.9,47.0
6301,快餐,K,266.0,8.3,8.0,8.0,20.0
6302,海鲜,K,159.0,8.0,6.9,6.9,146.0
6303,北菜,K,149.0,7.8,7.6,7.6,67.0
6304,烧烤,K,39.0,7.4,7.4,7.2,100.0
6307,快餐,K,386.0,7.5,6.7,6.8,15.0
6309,快餐,K,374.0,8.2,8.1,8.2,27.0
6312,快餐,K,873.0,8.1,7.7,7.9,29.0
6315,海鲜,K,104.0,7.4,7.5,7.4,81.0
6317,烧烤,K,2178.0,6.7,6.9,6.7,65.0
6318,快餐,K,243.0,7.4,7.0,7.0,25.0
6320,火锅,K,286.0,8.7,7.5,8.4,94.0
6322,川菜,K,587.0,7.0,7.1,6.9,86.0
6324,蟹宴,K,48.0,7.1,7.3,7.4,105.0
6326,烧烤,K,2797.0,7.9,7.9,7.7,79.0
6327,火锅,K,510.0,7.9,7.5,7.7,108.0
6329,助餐,K,64.0,6.8,6.8,6.8,72.0
6331,火锅,K,156.0,7.7,7.9,7.5,98.0
6333,快餐,K,7.0,6.9,6.9,6.8,17.0
6335,甜点,K,16.0,7.5,7.3,7.6,39.0
6336,啡厅,K,23.0,7.9,8.1,8.1,38.0
6339,粤菜,K,5.0,7.0,7.0,7.0,24.0
6340,助餐,K,143.0,6.7,6.9,7.0,65.0
6342,浙菜,K,714.0,7.8,8.6,8.1,95.0
6343,川菜,K,57.0,7.4,7.8,7.5,33.0
6344,川菜,K,2520.0,7.1,7.5,7.2,91.0
6345,粤菜,K,3246.0,8.0,8.1,7.8,77.0
6346,粤菜,K,4980.0,7.8,7.9,7.5,81.0
6347,湘菜,K,1395.0,8.5,8.7,8.5,94.0
6348,湘菜,K,5341.0,8.4,8.6,8.4,92.0
6349,湘菜,K,105.0,8.0,7.9,8.0,48.0
6350,北菜,K,3610.0,7.5,7.6,7.6,68.0
6351,火锅,K,1215.0,9.0,8.8,8.6,128.0
6353,火锅,K,6107.0,8.2,8.0,7.6,107.0
6354,快餐,K,477.0,8.0,8.3,7.8,31.0
6355,快餐,K,1483.0,8.1,7.9,7.9,20.0
6356,快餐,K,331.0,8.0,8.0,7.7,31.0
6357,快餐,K,567.0,7.7,7.7,7.4,40.0
6358,快餐,K,168.0,7.4,7.4,7.2,30.0
6359,快餐,K,669.0,7.2,7.3,7.1,35.0
6360,本菜,K,2343.0,7.8,8.0,7.8,108.0
6361,本菜,K,145.0,7.4,7.7,7.3,47.0
6362,料理,K,1281.0,7.7,7.6,7.6,48.0
6363,西餐,K,63.0,6.8,7.5,7.5,112.0
6364,甜点,K,62.0,8.2,8.1,8.1,41.0
6365,甜点,K,292.0,7.4,7.6,7.4,19.0
6366,美食,K,4687.0,8.1,8.3,8.1,81.0
6368,啡厅,K,1.0,7.3,7.3,7.3,28.0
6372,快餐,K,69.0,7.3,7.3,7.3,40.0
6373,亚菜,K,3525.0,8.4,8.7,8.4,109.0
6374,西餐,K,3122.0,8.3,8.9,8.8,167.0
6375,啡厅,K,518.0,8.0,8.0,8.0,38.0
6376,甜点,K,330.0,7.7,7.6,7.6,84.0
6377,甜点,K,77.0,7.3,7.8,7.7,16.0
6378,甜点,K,151.0,8.1,8.1,8.1,19.0
6380,北菜,K,2079.0,9.0,9.0,9.0,87.0
6382,甜点,K,68.0,7.4,7.4,7.3,18.0
6383,粤菜,K,200.0,8.3,8.3,7.9,96.0
6385,甜点,K,67.0,8.2,8.3,8.3,15.0
6386,海鲜,K,362.0,9.1,9.0,9.2,134.0
6387,海鲜,K,1130.0,6.6,6.3,6.2,98.0
6389,甜点,K,297.0,7.1,7.5,7.2,51.0
6393,浙菜,K,1753.0,7.5,8.0,7.3,147.0
6394,浙菜,K,444.0,7.7,7.2,7.3,68.0
6395,湾菜,K,11.0,6.9,6.7,6.9,17.0
6396,快餐,K,47.0,7.9,7.6,7.7,9.0
6397,甜点,K,1363.0,7.9,7.7,7.5,27.0
6398,美食,K,25.0,8.2,8.2,8.1,84.0
6399,美食,K,21.0,7.3,7.4,7.2,40.0
6401,浙菜,K,363.0,6.9,6.6,6.3,80.0
6402,火锅,K,145.0,7.4,7.2,7.2,64.0
6403,浙菜,K,837.0,7.5,7.0,6.8,233.0
6404,西餐,K,477.0,8.0,7.1,7.6,49.0
6406,快餐,K,1.0,7.0,7.0,7.0,28.0
6409,海鲜,K,13.0,7.1,6.7,6.6,93.0
6410,火锅,K,60.0,8.1,8.2,8.2,88.0
6411,湘菜,K,1.0,6.9,6.9,6.9,39.0
6412,西餐,K,513.0,9.1,9.0,9.1,60.0
6413,粤菜,K,1017.0,8.2,8.5,8.5,124.0
6415,西餐,K,222.0,7.0,7.4,7.3,63.0
6416,西餐,K,1113.0,8.8,9.0,8.9,102.0
6421,快餐,K,35.0,7.4,7.3,7.0,16.0
6422,川菜,K,64.0,8.0,8.4,8.4,83.0
6423,快餐,K,56.0,7.8,7.7,7.6,39.0
6424,快餐,K,146.0,7.8,7.1,6.9,30.0
6426,火锅,K,44.0,6.9,6.6,6.8,40.0
6428,快餐,K,23.0,7.0,6.9,7.1,18.0
6429,海鲜,K,90.0,7.9,7.4,8.1,30.0
6432,美食,K,36.0,8.2,7.7,8.1,62.0
6434,本菜,K,1509.0,8.0,7.9,7.8,90.0
6436,火锅,K,37.0,7.5,7.6,7.4,64.0
6439,快餐,G,499.0,9.0,8.6,8.6,32.0
6441,美食,K,21.0,7.4,7.6,7.6,16.0
6444,快餐,K,3.0,7.5,7.5,7.4,14.0
6447,美食,K,34.0,7.3,7.2,7.0,26.0
6448,浙菜,K,29.0,7.3,7.2,7.1,22.0
6450,火锅,K,1282.0,7.6,7.6,7.8,72.0
6451,本菜,K,440.0,6.3,6.5,6.1,79.0
6452,甜点,K,52.0,7.7,8.3,8.1,31.0
6453,甜点,K,509.0,7.5,7.5,7.4,35.0
6454,甜点,K,27.0,7.8,7.9,7.9,14.0
6455,甜点,K,36.0,7.5,7.4,7.3,21.0
6462,西餐,K,1289.0,7.9,8.0,7.9,85.0
6463,美食,K,522.0,8.0,7.9,7.8,60.0
6464,美食,K,13.0,7.1,7.1,7.0,20.0
6466,火锅,K,350.0,7.2,6.7,6.5,94.0
6468,川菜,K,46.0,7.0,7.1,7.0,32.0
6469,甜点,K,38.0,8.4,8.6,8.4,11.0
6472,州菜,K,536.0,8.3,8.3,8.6,68.0
6473,火锅,K,159.0,6.7,7.1,7.1,136.0
6474,本菜,K,42.0,7.9,8.6,7.6,129.0
6475,美食,K,539.0,7.2,7.6,7.0,113.0
6476,美食,K,46.0,6.4,6.9,6.5,112.0
6478,烧烤,K,661.0,6.8,7.4,6.5,123.0
6479,北菜,K,38.0,7.1,7.6,7.4,59.0
6480,西餐,K,1041.0,7.9,8.0,7.6,69.0
6482,川菜,I,105.0,7.5,7.9,7.9,61.0
6483,火锅,I,5351.0,8.9,8.6,8.6,109.0
6484,火锅,I,52.0,8.4,8.4,8.3,91.0
6491,料理,J,443.0,8.7,8.5,9.0,130.0
6492,甜点,J,119.0,7.5,7.4,7.4,35.0
6493,浙菜,K,723.0,8.8,8.7,8.7,92.0
6494,甜点,K,98.0,7.8,7.8,7.9,13.0
6496,烧烤,K,10.0,7.1,7.0,7.1,15.0
6497,快餐,K,165.0,6.9,6.6,6.6,17.0
6499,浙菜,K,77.0,7.1,7.0,7.0,60.0
6500,川菜,K,9.0,7.0,7.0,6.8,72.0
6501,料理,K,18.0,7.1,7.1,7.1,30.0
6503,快餐,K,224.0,7.4,7.3,7.2,29.0
6508,西餐,K,47.0,7.5,8.4,8.4,60.0
6512,粤菜,K,27.0,6.9,6.5,6.7,26.0
6516,火锅,K,1240.0,7.3,7.7,7.4,58.0
6517,快餐,K,45.0,7.3,7.7,7.2,35.0
6520,快餐,K,102.0,7.5,7.3,7.4,17.0
6521,浙菜,K,161.0,7.7,7.5,7.4,67.0
6522,火锅,K,1347.0,8.5,8.2,7.7,99.0
6524,海鲜,K,193.0,7.7,7.3,7.4,84.0
6525,快餐,K,169.0,7.3,7.3,7.2,20.0
6532,浙菜,K,2028.0,8.2,8.3,8.2,69.0
6533,浙菜,K,197.0,7.0,6.8,6.6,38.0
6534,川菜,K,311.0,8.9,8.7,8.7,68.0
6535,川菜,K,301.0,7.6,7.7,7.6,102.0
6536,快餐,K,421.0,7.6,7.8,7.6,33.0
6537,快餐,K,129.0,7.5,7.5,7.3,25.0
6538,本菜,K,468.0,8.0,7.9,8.2,61.0
6539,甜点,K,392.0,8.1,8.1,8.3,27.0
6540,甜点,K,236.0,7.9,7.9,7.8,60.0
6541,美食,K,1455.0,7.8,8.1,8.0,109.0
6546,湘菜,K,12.0,6.8,6.9,6.9,63.0
6547,疆菜,K,40.0,7.2,7.0,6.8,87.0
6552,烧烤,K,3.0,7.2,7.2,7.1,68.0
6554,快餐,K,1.0,7.0,7.0,7.0,22.0
6557,烧烤,K,730.0,7.3,6.8,7.0,91.0
6559,火锅,K,28.0,6.8,6.8,6.5,18.0
6560,海鲜,K,413.0,7.2,7.2,6.8,87.0
6561,湘菜,K,5.0,6.9,6.8,6.8,47.0
6562,海鲜,K,222.0,6.1,5.8,5.6,141.0
6563,西餐,K,77.0,7.3,7.4,7.5,213.0
6564,火锅,K,11.0,7.3,7.1,7.1,50.0
6565,浙菜,K,434.0,7.4,7.2,7.1,120.0
6567,川菜,K,421.0,7.4,7.1,7.1,57.0
6568,湘菜,K,28.0,7.0,6.9,6.5,59.0
6570,海鲜,K,128.0,8.5,7.4,7.2,171.0
6572,海鲜,K,388.0,7.7,7.8,7.7,97.0
6575,浙菜,K,29.0,7.3,7.4,7.1,730.0
6576,西餐,K,198.0,8.1,8.6,8.6,109.0
6579,烧烤,K,1844.0,7.9,7.5,7.5,78.0
6580,快餐,K,3084.0,8.1,7.1,7.4,79.0
6581,快餐,K,15.0,7.5,7.3,7.2,20.0
6582,快餐,K,52.0,7.4,7.3,7.4,17.0
6585,北菜,K,6.0,7.0,7.1,7.0,34.0
6586,川菜,K,13.0,6.8,6.8,6.8,45.0
6587,川菜,K,20.0,7.5,7.2,7.4,45.0
6588,甜点,K,505.0,8.1,8.0,8.0,15.0
6589,火锅,K,354.0,8.0,7.4,7.6,87.0
6592,浙菜,K,305.0,8.8,7.4,7.8,98.0
6593,美食,K,74.0,7.9,8.0,7.9,24.0
6594,快餐,K,83.0,8.5,8.8,8.5,60.0
6596,川菜,K,1220.0,8.4,7.3,7.0,85.0
6599,北菜,K,99.0,8.5,8.5,8.4,67.0
6600,北菜,K,20.0,7.1,7.0,7.0,18.0
6601,快餐,K,20.0,7.4,7.2,7.6,18.0
6602,北菜,K,16.0,6.9,7.0,7.0,52.0
6608,川菜,K,117.0,7.2,7.2,7.2,46.0
6609,火锅,K,860.0,8.1,8.3,7.8,119.0
6611,常菜,K,250.0,7.8,8.0,7.9,80.0
6613,火锅,K,199.0,7.8,7.6,7.1,82.0
6614,快餐,K,36.0,7.3,7.4,7.4,24.0
6615,啡厅,K,14.0,7.6,7.6,7.7,30.0
6616,烧烤,K,68.0,7.9,7.3,6.6,33.0
6617,川菜,K,69.0,6.9,6.9,6.8,58.0
6618,海鲜,K,847.0,7.9,7.9,7.6,99.0
6619,火锅,K,533.0,9.0,8.9,8.8,130.0
6621,火锅,K,191.0,7.0,7.4,7.3,113.0
6622,快餐,K,43.0,7.9,8.3,8.0,29.0
6623,啡厅,K,381.0,8.7,9.0,8.7,76.0
6624,海鲜,K,47.0,7.1,6.8,7.0,71.0
6627,火锅,K,40.0,7.5,7.8,7.7,60.0
6629,快餐,K,105.0,8.3,8.6,8.6,30.0
6632,海鲜,K,70.0,7.8,7.5,8.0,93.0
6633,烧烤,K,7.0,7.0,7.1,7.1,50.0
6635,本菜,K,27.0,8.6,8.4,8.7,39.0
6636,火锅,K,648.0,7.6,7.7,7.4,63.0
6637,西餐,K,550.0,8.2,8.8,8.1,73.0
6638,甜点,K,638.0,8.3,8.1,8.1,52.0
6639,快餐,K,198.0,6.8,7.1,6.8,25.0
6640,烧烤,K,420.0,9.1,8.4,9.0,95.0
6641,美食,K,169.0,9.3,9.2,9.3,1150.0
6644,快餐,K,19.0,7.3,7.3,7.3,29.0
6647,啡厅,K,32.0,7.6,7.6,7.7,42.0
6649,快餐,K,35.0,8.1,8.4,8.0,31.0
6651,快餐,K,21.0,7.1,7.0,7.1,10.0
6652,浙菜,K,44.0,7.1,6.9,6.9,56.0
6654,浙菜,K,3829.0,8.8,8.9,8.0,57.0
6656,甜点,K,131.0,7.8,7.7,7.9,176.0
6657,烧烤,K,11.0,7.0,7.0,7.0,46.0
6659,快餐,K,41.0,6.3,6.3,6.3,22.0
6663,火锅,K,1833.0,8.4,8.6,8.3,132.0
6665,烧烤,K,14.0,7.0,7.0,7.0,41.0
6667,湘菜,K,177.0,6.8,6.5,6.4,65.0
6668,浙菜,K,77.0,7.7,7.6,7.3,61.0
6671,粤菜,K,208.0,8.3,8.9,8.3,197.0
6672,美食,K,9879.0,8.7,8.8,8.3,172.0
6676,北菜,K,41.0,7.0,6.7,6.7,38.0
6677,快餐,K,53.0,7.8,8.0,7.8,23.0
6678,甜点,K,88.0,8.5,8.4,8.6,15.0
6680,川菜,K,52.0,7.2,7.2,7.3,44.0
6682,西餐,K,355.0,8.4,8.7,8.4,136.0
6683,西餐,K,167.0,8.5,8.6,8.0,131.0
6685,快餐,K,10.0,7.4,7.4,7.4,17.0
6686,川菜,K,432.0,8.9,8.8,8.8,82.0
6688,本菜,K,5.0,7.6,7.6,7.6,163.0
6689,浙菜,K,5505.0,8.4,8.5,7.9,122.0
6690,浙菜,K,2042.0,8.2,8.1,8.0,32.0
6691,川菜,K,1447.0,7.7,8.3,8.0,83.0
6692,川菜,K,2343.0,8.0,7.9,7.7,66.0
6693,川菜,K,491.0,7.4,7.4,7.1,64.0
6694,粤菜,K,3526.0,7.7,7.9,7.4,69.0
6695,火锅,K,2209.0,7.8,8.1,8.1,81.0
6696,火锅,K,2116.0,8.3,8.5,8.7,95.0
6697,快餐,K,302.0,7.3,7.3,7.2,20.0
6698,本菜,K,1702.0,8.0,8.1,8.2,96.0
6700,料理,K,993.0,7.0,7.3,7.1,45.0
6701,西餐,K,429.0,7.5,8.1,8.0,111.0
6702,甜点,K,1026.0,8.5,8.3,8.0,23.0
6703,甜点,K,2077.0,8.5,8.5,8.4,21.0
6704,甜点,K,271.0,7.8,7.7,7.6,36.0
6705,甜点,K,197.0,8.3,8.0,7.9,32.0
6706,甜点,K,413.0,7.4,7.4,7.4,24.0
6707,甜点,K,39.0,7.2,7.4,7.4,19.0
6708,烧烤,K,1907.0,8.3,8.4,8.4,73.0
6714,粤菜,K,661.0,8.1,7.6,7.8,90.0
6715,素菜,K,1796.0,7.3,7.8,7.7,96.0
